211396, 0
211537, 1
211343, 2
211465, 3
211487, 4
211452, 5
211429, 6
211500, 7
211345, 8
211497, 9
211498, 10
211393, 11
211349, 12
211434, 13
211369, 14
211402, 15
211419, 16
211404, 17
211408, 18
211405, 19
211349, 20
211431, 21
211404, 22
211412, 23
211402, 24
211430, 25
211388, 26
211319, 27
211376, 28
211400, 29
211324, 30
211432, 31
211448, 32
211452, 33
211502, 34
211385, 35
211374, 36
211417, 37
211478, 38
211463, 39
211368, 40
211372, 41
211424, 42
211537, 43
211385, 44
211424, 45
211302, 46
211383, 47
211370, 48
211401, 49
211375, 50
211328, 51
211286, 52
211381, 53
211275, 54
211389, 55
211346, 56
211351, 57
211294, 58
211353, 59
211312, 60
211374, 61
211266, 62
211238, 63
211363, 64
211332, 65
211334, 66
211289, 67
211327, 68
211358, 69
211384, 70
211326, 71
211320, 72
211291, 73
211325, 74
211360, 75
211300, 76
211136, 77
211272, 78
211493, 79
211293, 80
211358, 81
211378, 82
211368, 83
211299, 84
211324, 85
211351, 86
211330, 87
211328, 88
211290, 89
211297, 90
211323, 91
211305, 92
211251, 93
211332, 94
211270, 95
211273, 96
211337, 97
211362, 98
211517, 99
211706, 100
212223, 101
212626, 102
212838, 103
212963, 104
213199, 105
213300, 106
213347, 107
213440, 108
213367, 109
213446, 110
213485, 111
213477, 112
213348, 113
213381, 114
213475, 115
213496, 116
213463, 117
213397, 118
213442, 119
213422, 120
213390, 121
213339, 122
213269, 123
213123, 124
212930, 125
212607, 126
212384, 127
211992, 128
211744, 129
211505, 130
211231, 131
211227, 132
211260, 133
211263, 134
211259, 135
211315, 136
211319, 137
211338, 138
211273, 139
211337, 140
211245, 141
211319, 142
211257, 143
211258, 144
211258, 145
211346, 146
211367, 147
211327, 148
211284, 149
211468, 150
211362, 151
211362, 152
211338, 153
211327, 154
211292, 155
211378, 156
211296, 157
211305, 158
211301, 159
211331, 160
211283, 161
211363, 162
211263, 163
211312, 164
211332, 165
211167, 166
211370, 167
211313, 168
211316, 169
211293, 170
211289, 171
211293, 172
211322, 173
211269, 174
211316, 175
211300, 176
211351, 177
211317, 178
211358, 179
211306, 180
211329, 181
211283, 182
211277, 183
211300, 184
211304, 185
211482, 186
211403, 187
211372, 188
211237, 189
211310, 190
211259, 191
211340, 192
211254, 193
211354, 194
211321, 195
211308, 196
211293, 197
211258, 198
211298, 199
211359, 200
211375, 201
211254, 202
211251, 203
211255, 204
211296, 205
211352, 206
211265, 207
211324, 208
211242, 209
211334, 210
211326, 211
211250, 212
211301, 213
211243, 214
211249, 215
211132, 216
211227, 217
211312, 218
211159, 219
211293, 220
211370, 221
211219, 222
211177, 223
211276, 224
211220, 225
211265, 226
211179, 227
211227, 228
211189, 229
211185, 230
211226, 231
211289, 232
211258, 233
211213, 234
211218, 235
211185, 236
211262, 237
211354, 238
211155, 239
